epoch,train_loss,val_acc,test_acc,lr
1,0.9089548362046882,82.31552162849873,84.2239185750636,0.0003
2,0.43753649679860185,94.529262086514,95.80152671755725,0.0003
3,0.4018608901759729,94.529262086514,95.80152671755725,2.9999999999999997e-05
