epoch,train_loss,val_acc,test_acc,lr
1,0.9420498858550453,57.12468193384224,59.033078880407125,7.5e-05
2,0.483202620436502,94.529262086514,95.80152671755725,7.5e-05
3,0.43001037935346964,94.529262086514,95.80152671755725,6.511485386504597e-05
4,0.41576204435782516,94.529262086514,95.80152671755725,4.125e-05
5,0.4056139738183408,94.529262086514,95.80152671755725,1.7385146134954022e-05
6,0.4029296505677782,94.529262086514,95.80152671755725,7.499999999999999e-06
