epoch,train_loss,val_acc,test_acc,lr
1,0.579268439107085,82.31552162849873,84.2239185750636,7.5e-05
2,0.42205038197710276,94.529262086514,95.80152671755725,7.5e-05
3,0.40974829425623516,94.529262086514,95.80152671755725,6.511485386504597e-05
4,0.405460711173631,94.529262086514,95.80152671755725,4.125e-05
5,0.40364283989698135,94.529262086514,95.80152671755725,1.7385146134954022e-05
6,0.40125138885173905,94.529262086514,95.80152671755725,7.499999999999999e-06
